gap_year,location,living,gender,race,pre_o,sports,best,p1_meet,p1_closeness,p2_meet,p2_closeness,p3_meet,p3_closeness,p4_meet,p4_closeness,contact,group_size,in_person,satisfaction,fourth_id,first_id,id,third_id,second_id,most_connected
No,A River House,Suitemates,Female,Other,FYRE: First-Year Retreat and Experience,No,"Living in close proximity (same floor, same house, etc.)",Zoom lecture,5,Pre-orientation program,5,Friend of a friend,5,Virtual entryway,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",7,Exploring the area,Neutral,296,451,694,354,546,1006
No,At Home (international student),Not Applicable,Male,Other,FIP: First-Year International Program,No,Pre-orientation program,Pre-orientation program,3,Was my assigned group partner during an econ group pset,4,Breakout room of a class,4,Breakout room of a class,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,483,864,696,1066,335,212
No,The Quad,Suitemates,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,Pre-orientation program,"Living in close proximity (same floor, same house/dorm, etc.)",5,Pre-orientation program,4,Pre-orientation program,3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,The Square,Satisfied,264,878,697,216,43,318
No,The Quad,Suitemates,Female,White,None,Yes (Club),"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,2,Roommate/Suitemate,2,Friend of a friend,1,Club/co-curricular activity,1,Hang out in room/suite,4,The Square,Dissatisfied,528,162,699,885,979,1012
Yes,The Quad,Single,Male,White,None,No,Club/co-curricular activity,Already knew them before coming to Harvard,3,Zoom lecture,2,Virtual entryway,2,"Living in close proximity (same floor, same house/dorm, etc.)",2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Exploring the area,Very Dissatisfied,671,738,700,289,965,1061
No,The Yard,Single,Male,White,FOP: First-Year Outdoor Program,No,Friend of a friend,Friend of a friend,4,Friend of a friend,4,Friend of a friend,4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,The River,Very Satisfied,216,212,702,516,782,212
No,A River House,Not Applicable,Female,White,None,Yes (Varsity),Friend of a friend,"Social media (GroupMe, Instagram, Discord, etc.)",5,Friend of a friend,3,Friend of a friend,3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",17,A restaurant in the area,Satisfied,1053,730,703,886,358,289
No,A River House,Suitemates,Female,Asian,FAP: First-Year Arts Program,Yes (Intramural),Friend of a friend,"Social media (GroupMe, Instagram, Discord, etc.)",5,Instagram,4,Friend of a friend,5,Already knew them before coming to Harvard,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)","NA",Exploring the area,Neutral,485,751,704,466,572,289
No,The Yard,Suitemates,Female,Asian,FAP: First-Year Arts Program,No,"Social media (GroupMe, Instagram, Discord, etc.)",Club/co-curricular activity,5,"Social media (GroupMe, Instagram, Discord, etc.)",4,Roommate/Suitemate,3,Pre-orientation program,3,Shared club/co-curricular activity,5,A restaurant in the area,Satisfied,713,751,707,208,801,955
No,A River House,Suitemates,Female,White,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,4,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Dissatisfied,854,502,716,336,172,1005
No,The Yard,Suitemates,Female,White,None,No,Roommate/Suitemate,Roommate/Suitemate,5,Friend of a friend,3,Friend of a friend,3,Already knew them before coming to Harvard,1,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Exploring the area,Dissatisfied,466,550,717,475,971,971
No,The Yard,Suitemates,Female,White,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Already knew them before coming to Harvard,3,Friend of a friend,3,Friend of a friend,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,The courtyard of your house/dorm,Dissatisfied,248,419,723,551,143,108
Yes,A River House,Suitemates,Female,White,None,Yes (Varsity),Friend of a friend,"Social media (GroupMe, Instagram, Discord, etc.)",5,Breakout room of a class,5,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,A restaurant in the area,Neutral,1054,703,730,242,208,886
No,Union Dorm,Single,Male,Hispanic or Latino,LIFE: Leadership Institute for the First-Year Experience,No,"Living in close proximity (same floor, same house, etc.)",Club/co-curricular activity,5,Virtual entryway,4,Club/co-curricular activity,3,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",25,Exploring the area,Satisfied,385,311,733,786,531,318
No,A River House,Suitemates,Female,White,LIFE: Leadership Institute for the First-Year Experience,Yes (Club),Roommate/Suitemate,Already knew them before coming to Harvard,4,Pre-orientation program,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Satisfied,21,602,737,199,769,602
No,The Yard,Suitemates,Female,White,None,Yes (Varsity),Roommate/Suitemate,Roommate/Suitemate,5,Club/co-curricular activity,4,Teammate,4,Club/co-curricular activity,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The Yard,Satisfied,509,546,740,982,137,546
No,The Yard,Suitemates,Female,White,None,No,"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",5,"In-person (The courtyard, the line at the dining hall, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",12,A restaurant in the area,Satisfied,666,122,743,921,587,587
No,The Yard,Suitemates,Female,White,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,2,"Social media (GroupMe, Instagram, Discord, etc.)",5,Already knew them before coming to Harvard,1,Hang out in room/suite,0,The Yard,Very Dissatisfied,113,193,744,344,88,866
No,A River House,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Varsity),Breakout room of a class,Zoom lecture,4,Other,4,Roommate/Suitemate,3,Other,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",6,Exploring the area,Satisfied,822,534,745,875,777,1068
No,A River House,Suitemates,Female,Black or African American,FYRE: First-Year Retreat and Experience,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,4,Roommate/Suitemate,3,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,The Yard,Dissatisfied,582,663,746,291,585,289
No,A River House,Suitemates,Male,White,None,No,"Living in close proximity (same floor, same house, etc.)","In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The courtyard of your house/dorm,Satisfied,268,674,748,1084,264,289
No,The Yard,Single,Female,Other,FAP: First-Year Arts Program,Yes (Varsity),Club/co-curricular activity,"In-person (The courtyard, the line at the dining hall, etc.)",4,Outside in shared courtyard,4,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Satisfied,435,735,753,438,73,645
No,The Yard,Suitemates,Female,White,FAP: First-Year Arts Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)",Pre-orientation program,5,Pre-orientation program,5,Club/co-curricular activity,4,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,The Square,Very Satisfied,513,1094,754,481,255,860
No,At Home (in the US),Not Applicable,Male,Asian,LIFE: Leadership Institute for the First-Year Experience,No,"Social media (GroupMe, Instagram, Discord, etc.)",Already knew them before coming to Harvard,4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,Club/co-curricular activity,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Satisfied,186,201,758,1022,705,201
No,The Yard,Suitemates,Female,Black or African American,FYRE: First-Year Retreat and Experience,No,Roommate/Suitemate,Roommate/Suitemate,4,Pre-orientation program,4,Already knew them before coming to Harvard,3,Already knew them before coming to Harvard,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Satisfied,565,438,760,792,524,73
No,A River House,Single,Female,White,FYRE: First-Year Retreat and Experience,No,Breakout room of a class,Breakout room of a class,4,Breakout room of a class,4,"Social media (GroupMe, Instagram, Discord, etc.)",3,Already knew them before coming to Harvard,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",5,The Yard,Satisfied,338,538,764,670,808,318
No,A River House,Suitemates,Female,White,FAP: First-Year Arts Program,No,Roommate/Suitemate,Zoom lecture,5,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",5,Zoom lecture,4,Shared class,6,The Yard,Very Satisfied,553,325,765,849,648,325
No,The Yard,Suitemates,Female,White,FOP: First-Year Outdoor Program,No,Club/co-curricular activity,Club/co-curricular activity,4,Friend of a friend,3,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Neutral,377,1036,766,435,1064,645
No,A River House,Suitemates,Female,Asian,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,Roommate/Suitemate,5,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,4,Hang out in room/suite,1,Indoor gatherings,Satisfied,677,729,772,340,1052,645
No,At Home (international student),Not Applicable,Male,Black or African American,FIP: First-Year International Program,No,Breakout room of a class,"NA",1,NA,1,"NA",1,"NA",1,Virtual entryway meetings,0,Not Applicable,Very Dissatisfied,289,289,773,289,289,289
No,The Quad,Suitemates,Female,Other,LIFE: Leadership Institute for the First-Year Experience,No,"Living in close proximity (same floor, same house, etc.)",Friend of a friend,4,"Living in close proximity (same floor, same house/dorm, etc.)",3,Club/co-curricular activity,4,"Living in close proximity (same floor, same house/dorm, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Exploring the area,Neutral,260,614,774,799,461,688
No,A River House,Suitemates,Male,Asian,LIFE: Leadership Institute for the First-Year Experience,No,Roommate/Suitemate,"Social media (GroupMe, Instagram, Discord, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",3,Friend of a friend,3,Roommate/Suitemate,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Satisfied,869,822,777,704,967,967
No,A River House,Single,Female,Asian,None,Yes (Club),Virtual entryway,Virtual entryway,3,Friend of a friend,4,"NA",3,"NA",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,Exploring the area,Dissatisfied,289,973,780,289,6,289
No,At Home (in the US),Not Applicable,Female,Black or African American,None,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,1,Already knew them before coming to Harvard,1,Virtual entryway,2,Already knew them before coming to Harvard,1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Neutral,809,435,783,1096,594,441
No,Off-campus in the Cambridge area,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Intramural),Friend of a friend,"In-person (The courtyard, the line at the dining hall, etc.)",5,Friend of a friend,2,Club/co-curricular activity,3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Indoor gatherings,Satisfied,977,2,784,275,40,289
No,The Yard,Suitemates,Male,Other,None,Yes (Club),Club/co-curricular activity,Friend of a friend,4,Club/co-curricular activity,4,Already knew them before coming to Harvard,3,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Exploring the area,Very Satisfied,733,382,786,495,311,946
No,The Yard,Suitemates,Male,Asian,FOP: First-Year Outdoor Program,No,Friend of a friend,"In-person (The courtyard, the line at the dining hall, etc.)",4,Friend of a friend,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Roommate/Suitemate,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The Yard,Satisfied,207,805,787,1095,265,291
No,Union Dorm,Single,Male,Asian,FOP: First-Year Outdoor Program,Yes (Club),Club/co-curricular activity,Already knew them before coming to Harvard,5,Pre-orientation program,4,Already knew them before coming to Harvard,4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,A restaurant in the area,Satisfied,74,605,788,819,424,955
No,A River House,Single,Male,Asian,FUP: First-Year Urban Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,Pre-orientation program,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",15,The Yard,Dissatisfied,557,803,791,61,156,318
No,The Yard,Single,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,Club/co-curricular activity,Club/co-curricular activity,5,Club/co-curricular activity,5,Zoom lecture,5,Zoom lecture,5,Virtual study group,10,Exploring the area,Satisfied,914,323,800,229,774,318
No,The Yard,Suitemates,Male,Asian,LIFE: Leadership Institute for the First-Year Experience,No,Club/co-curricular activity,Club/co-curricular activity,4,Club/co-curricular activity,4,Club/co-curricular activity,4,Club/co-curricular activity,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Satisfied,237,997,801,707,220,572
No,A River House,Single,Male,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,The River,Satisfied,297,791,803,156,367,915
No,The Yard,Suitemates,Male,White,None,No,Friend of a friend,Friend of a friend,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Exploring the area,Satisfied,33,265,805,787,1095,68
No,At Home (in the US),Not Applicable,Female,Black or African American,FYRE: First-Year Retreat and Experience,No,"Social media (GroupMe, Instagram, Discord, etc.)",Breakout room of a class,3,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",2,Already knew them before coming to Harvard,4,Virtual entryway meetings,0,Not Applicable,Neutral,1,764,807,149,1073,442
No,The Yard,Suitemates,Female,Asian,FOP: First-Year Outdoor Program,No,Friend of a friend,Friend of a friend,4,Friend of a friend,4,Friend of a friend,4,Already knew them before coming to Harvard,4,Shared class,5,The courtyard of your house/dorm,Very Satisfied,554,466,813,761,181,318
No,A River House,Suitemates,Male,Other,FYRE: First-Year Retreat and Experience,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",20,The River,Very Satisfied,436,623,814,410,426,289
No,A River House,Suitemates,Male,White,None,No,Already knew them before coming to Harvard,Roommate/Suitemate,4,Roommate/Suitemate,2,Club/co-curricular activity,1,Club/co-curricular activity,1,Virtual study group,0,Not Applicable,Very Dissatisfied,566,182,816,181,46,182
Yes,The Yard,Suitemates,Genderqueer/Gender Non-Conforming,White,FOP: First-Year Outdoor Program,No,Friend of a friend,Friend of a friend,5,Friend of a friend,5,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The courtyard of your house/dorm,Very Satisfied,349,1027,818,329,616,818
No,A River House,Suitemates,Male,White,None,No,Friend of a friend,Already knew them before coming to Harvard,4,Friend of a friend,3,Club/co-curricular activity,3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,Exploring the area,Satisfied,463,26,826,891,599,289
No,The Quad,Suitemates,Female,White,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,3,Virtual entryway,2,Virtual entryway,1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",2,The courtyard of your house/dorm,Very Dissatisfied,429,950,827,239,1012,73
No,The Yard,Suitemates,Female,Asian,FAP: First-Year Arts Program,No,Already knew them before coming to Harvard,Friend of a friend,4,Already knew them before coming to Harvard,4,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,The Yard,Satisfied,393,608,830,202,908,289
No,The Yard,Suitemates,Female,Asian,FYRE: First-Year Retreat and Experience,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Satisfied,851,705,835,937,201,318
No,A River House,Suitemates,Male,Asian,None,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,The Square,Satisfied,870,819,838,795,788,289
No,A River House,Suitemates,Female,Black or African American,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,Pre-orientation program,3,"Living in close proximity (same floor, same house/dorm, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)","NA",A restaurant in the area,Dissatisfied,1029,87,842,202,324,289
No,The Yard,Suitemates,Female,Asian,FAP: First-Year Arts Program,No,Roommate/Suitemate,Friend of a friend,5,Roommate/Suitemate,5,Already knew them before coming to Harvard,4,"In-person (The courtyard, the line at the dining hall, etc.)",5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",16,A restaurant in the area,Very Satisfied,557,713,843,455,395,318
No,A River House,Suitemates,Genderqueer/Gender Non-Conforming,Asian,FOP: First-Year Outdoor Program,No,Friend of a friend,Already knew them before coming to Harvard,4,Friend of a friend,3,Breakout room of a class,2,Friend of a friend,2,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,A restaurant in the area,Neutral,955,121,845,70,30,955
No,A River House,Suitemates,Male,Asian,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,5,Zoom lecture,4,Zoom lecture,4,Already knew them before coming to Harvard,4,Shared class,0,The courtyard of your house/dorm,Dissatisfied,525,1000,849,553,765,1005
No,The Yard,Suitemates,Female,White,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",5,Roommate/Suitemate,5,Friend of a friend,3,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Dissatisfied,904,271,854,94,163,271
No,Other,Single,Female,Black or African American,None,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,5,Breakout room of a class,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,The Yard,Satisfied,398,393,858,828,829,291
No,The Yard,Single,Male,White,FUP: First-Year Urban Program,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,The Yard,Satisfied,591,496,859,1042,121,398
Yes,A River House,Suitemates,Male,White,FAP: First-Year Arts Program,No,Roommate/Suitemate,"Social media (GroupMe, Instagram, Discord, etc.)",4,Roommate/Suitemate,3,"Living in close proximity (same floor, same house/dorm, etc.)",3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Neutral,95,569,865,967,777,377
No,A River House,Single,Male,White,None,Yes (Club),Roommate/Suitemate,Roommate/Suitemate,3,Roommate/Suitemate,2,Virtual entryway,2,Club/co-curricular activity,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,A restaurant in the area,Neutral,599,1072,867,899,642,184
No,A River House,Suitemates,Female,White,None,Yes (Varsity),Club/co-curricular activity,Club/co-curricular activity,5,Club/co-curricular activity,5,Club/co-curricular activity,4,Club/co-curricular activity,3,Shared club/co-curricular activity,0,The Yard,Satisfied,618,669,868,558,883,915
No,A River House,Single,Female,White,FOP: First-Year Outdoor Program,Yes (Varsity),Pre-orientation program,Already knew them before coming to Harvard,3,Pre-orientation program,3,"Living in close proximity (same floor, same house/dorm, etc.)",1,"Living in close proximity (same floor, same house/dorm, etc.)",2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,The River,Neutral,814,690,874,978,513,690
No,At Home (in the US),Not Applicable,Female,Asian,FAP: First-Year Arts Program,No,Zoom lecture,Pre-orientation program,4,Already knew them before coming to Harvard,3,Zoom lecture,3,Zoom lecture,3,Virtual study group,0,Not Applicable,Dissatisfied,954,604,876,334,244,244
Yes,At Home (international student),Not Applicable,Female,Asian,FAP: First-Year Arts Program,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,4,Zoom lecture,4,Already knew them before coming to Harvard,3,Virtual entryway,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Satisfied,169,74,879,15,367,74
No,The Quad,Single,Female,White,LIFE: Leadership Institute for the First-Year Experience,Yes (Club),"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,Breakout room of a class,4,"Living in close proximity (same floor, same house/dorm, etc.)",2,"Living in close proximity (same floor, same house/dorm, etc.)",2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,A restaurant in the area,Very Dissatisfied,222,861,880,900,412,289
No,At Home (in the US),Not Applicable,Female,Asian,None,No,"Social media (GroupMe, Instagram, Discord, etc.)",Zoom lecture,3,Zoom lecture,3,Virtual entryway,3,Already knew them before coming to Harvard,3,Shared class,0,Not Applicable,Satisfied,510,933,881,259,380,289
No,The Yard,Suitemates,Female,White,None,Yes (Club),Club/co-curricular activity,Club/co-curricular activity,4,Already knew them before coming to Harvard,4,Friend of a friend,3,Roommate/Suitemate,3,Shared club/co-curricular activity,5,The Yard,Satisfied,766,333,882,994,718,73
Yes,The Yard,Suitemates,Female,White,None,No,"Living in close proximity (same floor, same house, etc.)",Friend of a friend,4,Roommate/Suitemate,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Neutral,1054,10,884,1044,209,360
No,Union Dorm,Suitemates,Female,Asian,FAP: First-Year Arts Program,No,"Social media (GroupMe, Instagram, Discord, etc.)",Roommate/Suitemate,4,Friend of a friend,4,Friend of a friend,3,Other,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,Exploring the area,Neutral,177,533,888,206,133,466
No,A River House,Suitemates,Female,Other,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,Roommate/Suitemate,3,Roommate/Suitemate,3,"In-person (The courtyard, the line at the dining hall, etc.)",2,"In-person (The courtyard, the line at the dining hall, etc.)",2,Hang out in room/suite,0,A restaurant in the area,Very Dissatisfied,1019,373,890,645,448,1005
No,The Quad,Suitemates,Male,Other,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,4,Already knew them before coming to Harvard,3,Breakout room of a class,3,Hang out in room/suite,0,The Square,Neutral,148,701,895,763,44,44
No,A River House,Suitemates,Female,White,FAP: First-Year Arts Program,Yes (Intramural),Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",3,Breakout room of a class,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,The courtyard of your house/dorm,Neutral,580,964,896,915,640,289
No,The Yard,Suitemates,Male,Black or African American,FOP: First-Year Outdoor Program,Yes (Club),Friend of a friend,Roommate/Suitemate,3,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,4,Already knew them before coming to Harvard,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,The courtyard of your house/dorm,Neutral,657,379,904,943,270,360
No,The Yard,Single,Female,White,None,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,Other,3,"Living in close proximity (same floor, same house/dorm, etc.)",3,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,A restaurant in the area,Dissatisfied,747,114,907,955,238,645
No,The Yard,Single,Male,White,None,No,Breakout room of a class,"Living in close proximity (same floor, same house/dorm, etc.)",4,Already knew them before coming to Harvard,4,Breakout room of a class,4,Breakout room of a class,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",15,The Yard,Satisfied,113,608,908,154,830,318
No,A River House,Suitemates,Male,White,FAP: First-Year Arts Program,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",2,Roommate/Suitemate,4,"Social media (GroupMe, Instagram, Discord, etc.)",2,"Social media (GroupMe, Instagram, Discord, texting, etc.)",10,Exploring the area,Dissatisfied,499,972,909,278,937,688
No,A River House,Suitemates,Male,White,None,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The courtyard of your house/dorm,Very Satisfied,978,409,910,960,224,814
No,Union Dorm,Single,Male,White,FOP: First-Year Outdoor Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,Club/co-curricular activity,2,Club/co-curricular activity,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Very Dissatisfied,893,342,913,826,77,182
No,A River House,Suitemates,Male,White,FAP: First-Year Arts Program,No,Friend of a friend,"In-person (The courtyard, the line at the dining hall, etc.)",5,Friend of a friend,4,Already knew them before coming to Harvard,4,Friend of a friend,5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",20,The Yard,Satisfied,527,282,915,987,687,915
No,Other,Suitemates,Male,White,LIFE: Leadership Institute for the First-Year Experience,No,Roommate/Suitemate,Roommate/Suitemate,3,Roommate/Suitemate,4,Friend of a friend,2,Friend of a friend,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,Exploring the area,Neutral,228,332,920,892,168,168
No,The Yard,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Varsity),Roommate/Suitemate,Already knew them before coming to Harvard,5,"Living in close proximity (same floor, same house/dorm, etc.)",5,Already knew them before coming to Harvard,3,Friend of a friend,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",7,The Square,Satisfied,906,662,921,189,586,586
